172.37,279.11,58.333,220.78,205.6,-0.010589,188.46,-190.99,379.45,0.19129,0.024901,1.3605,12.996,-5.0803,-2.5849,-1.313,1.1176,-4.7035,2.0429,-0.77997,-1.5982,-1.0259,-0.099287,-0.28475,0.013442,-0.039623,0.0043575,0.003923,-0.026025,-0.020513,0.01971,0.0084853,-0.020299,-0.010727,0.00032722,0.00096897,22.522,14.758,15.197,13.123,22.244,19.503,18.168,9.7464,6.974,6.5051,3.6293,0.73515,6.1922,9.8623,11.102,12.891,13.309,12.752,12.49,7.045,6.3581,5.1596,2.5772,1.0565,-1.9103,-23.079,-16.47,-16.521,-21.385,-27.36,-14.124,-10.042,-9.0714,-7.9013,-2.6651,-1.4332,-6.1605,-14.003,-13.136,-12.014,-10.003,-14.743,-12.951,-6.856,-8.3187,-4.9546,-2.9476,-1.1242,24.433,37.837,31.667,29.644,43.629,46.863,32.291,19.788,16.045,14.406,6.2945,2.1684,12.353,23.865,24.238,24.905,23.311,27.494,25.441,13.901,14.677,10.114,5.5248,2.1808,564.39,1605.3,2553.8,218.27,248.99,303.93,564.03,1573.8,2498.3,224.08,255.38,300.23,2184.6,3477.5,3861.7,1882.5,1289,891.15,2893,3714.2,3840.7,4901.7,1397.6,958.44,63.807,653.27,1544.6,36.867,67.17,40.102,43.683,688.75,1633.8,35.911,45.211,52.334,2120.7,2824.2,2317.1,1845.6,1221.8,851.05,2849.3,3025.5,2206.9,4865.8,1352.4,906.1
208.72,361.01,58.256,302.75,212.53,-0.36341,228.14,-269.75,497.89,-2.027,-1.19E-05,1.1867,12.796,-2.0332,-2.6264,-9.8056,-5.0762,-2.6777,-0.037024,-1.2491,0.016231,-0.68609,0.15067,-0.40434,0.044205,0.021787,0.0019712,0.028897,0.0084512,-0.022919,0.0070866,-0.016282,-0.012433,0.0040922,-0.005793,-0.0018181,23.645,14.847,19.483,10.304,11.74,16.516,12.536,9.1525,8.0424,5.9164,3.5821,1.1265,10.273,11.274,10.493,11.87,15.618,15.001,11.323,12.19,9.2251,5.2385,2.7734,1.9545,-6.0239,-21.748,-16.25,-30.539,-24.148,-21.552,-15.522,-15.721,-9.8698,-7.7871,-2.9811,-2.034,-20.063,-8.2364,-9.1544,-13.446,-13.45,-16.137,-14.986,-8.7949,-9.7781,-6.3322,-3.2756,-1.2567,29.669,36.594,35.733,40.843,35.888,38.068,28.058,24.873,17.912,13.704,6.5632,3.1605,30.336,19.511,19.648,25.316,29.068,31.138,26.309,20.985,19.003,11.571,6.049,3.2112,585.36,1684.6,2663.8,204.21,276.57,268.87,541.33,1641.3,2633.8,197.21,277.83,267.16,2413.3,3588.4,3670.8,1241.9,909.32,1596.4,2271.2,3514.1,3600.3,1371.5,1268.8,2978.7,69.812,840.91,1631,34.431,47.949,45.064,36.583,781.81,1590.8,33.583,40.279,36.291,2343.5,2747.5,2039.9,1207.4,861.37,1551.4,2234.7,2732.3,2009.5,1337.9,1228.5,2942.4
241.19,362.47,57.935,304.54,243.91,0.77447,217.04,-239.08,456.11,-0.36544,2.37E-05,1.1796,13.782,-4.9197,0.1958,-12.511,-5.9051,-7.134,0.16403,-1.8474,-1.0093,-1.7343,0.23022,-0.22216,-0.0019551,-0.0020644,0.012472,-0.042861,-0.031798,-0.030108,-0.02084,-0.0027386,-0.0024974,0.011856,-0.0064371,-0.00034586,26.773,10.748,15.897,3.9801,9.511,11.533,18.492,10.343,12.04,5.2935,4.8949,1.1139,10.72,11.357,18.285,14.264,14.644,15.48,17.586,9.8312,10.957,6.3526,3.4506,1.5982,-3.082,-28.304,-24.539,-33.77,-24.293,-32.924,-15.605,-14.54,-9.9675,-8.6115,-3.1588,-2.0706,-17.833,-11.187,-21.056,-25.465,-16.048,-23.018,-12.868,-9.7287,-7.8291,-8.3255,-4.2688,-1.5612,29.855,39.052,40.436,37.75,33.804,44.457,34.097,24.883,22.008,13.905,8.0537,3.1845,28.552,22.544,39.341,39.729,30.692,38.498,30.454,19.56,18.786,14.678,7.7194,3.1595,565.83,1584.9,2453,227.12,240.48,227.32,599.66,1575.2,2452.4,223.27,262.95,220.87,2200,3342.7,3621.1,6145.6,2121.7,941.61,2136.2,2975.3,3662.5,6444.9,3137.8,1941.4,13.895,690.12,1490.9,32.178,35.275,32.181,56.052,663.11,1528.4,33.852,35.019,38.207,2186.1,2652.6,2130.2,6113.4,2086.5,909.43,2080.2,2312.2,2134,6411.1,3102.8,1903.2
206.42,355.65,54.579,301.07,208.02,0.46191,270.32,-265.56,535.88,-3.3773,0.00029829,1.113,12.387,-8.5295,-2.2051,-13.913,-6.9281,-1.6569,-3.4535,-0.69901,2.4237,-0.25444,-0.10376,-0.47433,0.018505,0.015594,0.015919,0.017845,0.03472,0.034917,0.019543,-0.012794,-0.012663,-0.00022617,-0.0033232,-0.0025526,23.397,6.1791,20.673,0.84121,10.248,15.122,13.152,11.486,14.14,5.8568,3.8929,0.86405,14.492,11.322,14.655,13.353,16.136,17.117,12.131,12.64,7.7879,6.487,3.6041,1.3778,-7.3823,-27.538,-19.552,-31.319,-29.856,-23.666,-18.968,-12.281,-6.7805,-7.5609,-3.9469,-1.6845,-10.571,-10.294,-12.384,-15.491,-21.092,-15.679,-12.604,-9.0608,-8.9461,-4.9584,-3.2237,-1.1845,30.779,33.717,40.226,32.16,40.103,38.788,32.12,23.768,20.921,13.418,7.8398,2.5486,25.063,21.616,27.039,28.844,37.228,32.796,24.735,21.701,16.734,11.445,6.8277,2.5623,523.95,1504.4,2424.2,187.83,243.27,259.61,511.12,1509.2,2442.3,186.51,237.46,255.73,2858.3,3596.1,4940.5,1287.5,1116.5,2983.8,3504.1,3596.7,3635.2,1014.7,1504.5,1425.8,99.346,937.88,1508,30.75,36.246,34.408,62.167,953.96,1508,30.575,45.391,54.754,2759,2658.2,3432.5,1256.8,1080.3,2949.4,3441.9,2642.8,2127.2,984.15,1459.1,1371.1
212.29,364.23,53.401,310.83,196.97,0.19811,246.54,-253.15,499.69,2.1157,0.00016402,1.0314,14.571,-5.2786,-0.098384,-14.489,-9.6973,-5.6559,0.22955,0.56073,0.73302,-0.5069,0.25842,-0.3427,-0.0057684,0.016026,0.011999,-0.012527,-0.035547,-0.015667,0.009873,-0.015325,-0.0016726,0.0032844,0.0022616,0.0012377,25.386,8.6528,16.043,5.822,10.853,11.502,21.368,11.871,9.218,7.3152,5.2111,1.0988,8.7709,9.291,10.928,17.728,12.981,13.476,9.546,13.406,8.2786,7.4191,3.7735,1.463,-5.1057,-21.125,-21.414,-37.686,-31.02,-29.733,-17.571,-12.648,-9.1927,-9.2883,-3.8944,-1.8308,-11.316,-11.345,-12.248,-25.762,-12.876,-12.932,-11.435,-12.508,-7.136,-7.2131,-3.263,-1.2169,30.491,29.778,37.457,43.508,41.873,41.235,38.939,24.519,18.411,16.604,9.1055,2.9296,20.087,20.636,23.176,43.49,25.857,26.408,20.981,25.914,15.415,14.632,7.0365,2.6799,456.12,1470.7,2442.4,178.84,206.28,253.28,443.47,1457.8,2408.6,153.86,209.5,255.94,1889.3,3593.3,3612,7105.4,1484.8,3032.9,1912.9,3511.4,3559.8,1579.2,1263.6,2198.1,25.09,727.66,1547.4,31.392,34.371,36.85,56.656,789.35,1567.3,31.231,33.489,38.205,1864.2,2865.6,2064.6,7074,1450.4,2996.1,1856.2,2722.1,1992.5,1547.9,1230.1,2159.9
247.43,355.65,79.217,276.43,254.01,-0.12748,205.74,-193.11,398.85,-2.4683,0.00018286,1.1006,15.18,-6.0727,-2.1859,-11.875,-4.6755,-2.954,-4.4597,0.67014,1.6053,-0.36232,0.18871,-0.5193,-0.0059894,0.030397,0.02889,0.0027815,0.0025769,0.012048,0.017211,-0.018488,-0.026614,0.012416,0.002194,0.0021436,26.947,8.9521,12.881,7.3392,12.896,12.366,10.264,14.371,10.457,5.6535,3.7137,0.8735,7.1865,9.4,8.7972,12.833,13.756,12.274,11.414,11.613,8.5486,5.9197,3.3368,1.3056,1.2807,-25.192,-21.385,-37.06,-22.337,-18.958,-24.536,-13.514,-10.874,-6.8496,-3.286,-1.8675,-9.7248,-9.7983,-14.006,-13.237,-11.782,-15.407,-9.7976,-18.356,-9.8938,-4.1193,-3.3747,-1.4771,25.666,34.144,34.267,44.399,35.233,31.324,34.8,27.885,21.331,12.503,6.9997,2.741,16.911,19.198,22.804,26.07,25.538,27.681,21.212,29.968,18.442,10.039,6.7115,2.7827,413.98,1535.7,2556.3,145.25,309.45,247.2,418.63,1524.9,2486.9,145.25,305.93,240.83,1735.7,3528.1,3659.2,727.38,5943.1,1500.5,1790.2,3639,3636.1,2634.1,2825.1,1282.8,86.009,924.19,1588,33.887,39.323,31.699,33.4,908.7,1490.9,34.688,44.437,35.768,1649.7,2603.9,2071.2,693.5,5903.8,1468.8,1756.8,2730.3,2145.2,2599.4,2780.7,1247
228.83,362.71,51.16,311.55,241.21,-0.21952,273.86,-300.4,574.26,-0.43059,0.00031629,1.0824,14.984,-7.8336,-1.4946,-7.7507,-2.1829,-3.6811,-2.2607,0.11243,-0.15118,-0.15403,-0.038424,-0.3911,-0.0057984,0.016987,0.03406,-0.017472,-0.059301,-0.040656,0.0048323,0.036384,0.0018707,0.0048935,0.0025745,0.001623,29.146,5.6699,18.484,6.0332,12.477,10.114,10.283,15.505,11.147,5.9866,3.6921,1.2476,11.571,12.849,15.664,15.868,11.973,13.927,9.9873,10.365,10.876,5.1136,2.812,1.4541,-3.9305,-30.455,-19.198,-28.569,-18.896,-25.925,-19.531,-10.693,-10.119,-7.0163,-3.537,-2.167,-11.004,-16.734,-15.355,-16.475,-12.845,-17.607,-10.401,-9.2986,-8.5512,-5.5513,-3.1797,-1.3146,33.077,36.125,37.681,34.602,31.373,36.038,29.814,26.197,21.265,13.003,7.2292,3.4146,22.575,29.583,31.019,32.343,24.819,31.534,20.388,19.663,19.427,10.665,5.9917,2.7687,520.56,1585,2513.6,191.63,301.63,224.7,543.33,1572.9,2518.9,190.75,290.87,225.15,2523.9,3519.3,4990.2,1620.4,1469.6,1180.6,2269.4,3527.7,3666.4,3505.3,1901.3,1264.6,35.754,518.41,1631.2,41.093,48.917,41.449,18.502,779.23,1596.7,37.572,37.896,37.959,2488.1,3000.9,3359,1579.3,1420.7,1139.1,2250.9,2748.5,2069.7,3467.7,1863.4,1226.7
227.31,364.46,50.943,313.52,238.86,-0.20616,281.03,-270.89,551.91,-1.2898,0.00037591,1.1867,12.671,-8.9853,-2.0378,-10.77,-4.3345,-6.3714,-4.785,1.2432,1.751,-0.92546,0.05434,-0.42873,-0.013267,-0.01225,0.0031789,-0.014095,-0.023088,-0.050205,-0.053037,0.0034098,0.015812,0.001034,-6.08E-05,0.0025477,24.346,5.3363,18.248,9.3008,14.539,14.774,13.406,12.909,9.3684,5.5589,3.5181,0.83487,11.947,8.7472,10.725,12.112,13.533,12.852,14.274,11.917,7.5807,5.5103,3.167,1.2222,-9.1489,-26.438,-21.592,-27.716,-25.207,-28.285,-22.719,-14.374,-7.4328,-8.2632,-3.2447,-1.6732,-11.7,-11.32,-10.239,-15.387,-12.316,-12.061,-16.477,-10.17,-8.7012,-6.2074,-3.1173,-1.2815,33.495,31.774,39.84,37.016,39.746,43.059,36.125,27.283,16.801,13.822,6.7628,2.5081,23.648,20.067,20.964,27.498,25.848,24.913,30.751,22.087,16.282,11.718,6.2844,2.5036,608.54,1680.7,2595,197.94,241.8,224.19,593.42,1641.9,2548,205.88,262.23,218.13,2306.1,3560.9,4912.7,2590.2,1094.4,1413.3,2063.9,3305.1,3638.6,4535.1,4228.3,1022,57.379,690.04,1582.8,36.113,45.822,40.555,12.48,653.21,1540.6,33.832,45.796,38.3,2248.7,2870.8,3329.9,2554.1,1048.6,1372.7,2051.4,2651.9,2098.1,4501.3,4182.5,983.73
208.6,352.8,52.899,299.9,221.67,1.2058,244.25,-245.39,489.64,-2.3032,0.027215,1.3656,13.058,-5.3687,-0.87937,-7.3884,-3.7869,-6.8503,-0.46683,-1.4418,0.37099,-0.25621,0.17751,-0.15063,0.0073697,-0.014295,-0.056178,-0.052155,-0.032905,-0.025418,-0.016732,0.010417,0.024009,0.00015725,0.0010991,0.0033427,24.346,17.169,21.348,12.971,14.344,11.463,12.102,12.175,9.3684,9.3035,3.8884,1.2089,12.413,8.4308,12.735,11.573,13.533,15.912,10.415,8.7898,7.3403,5.237,3.8865,1.2222,-7.1248,-21.528,-18.312,-27.716,-25.207,-23.677,-17.164,-15.698,-8.4738,-8.2632,-4.0731,-1.4369,-11.7,-14.444,-11.477,-18.079,-14.43,-12.061,-9.4439,-10.17,-6.7288,-5.5296,-3.5499,-1.1445,31.471,38.697,39.66,40.687,39.551,35.14,29.266,27.874,17.842,17.567,7.9615,2.6458,24.114,22.875,24.213,29.653,27.962,27.972,19.858,18.96,14.069,10.767,7.4364,2.3667,583.46,1571.5,2535.8,196.92,255.17,244.79,597.72,1574.5,2523.9,203.15,257.24,234.13,2419.7,3560.9,3801,2590.2,1387.7,1213.4,2559.7,3791.4,3791.8,1981.4,1201.8,1245.7,110.17,690.04,1551.7,36.113,41.855,40.555,75.757,658.14,1480.8,40.383,50.976,38.3,2309.5,2870.8,2249.3,2554.1,1345.8,1172.9,2484,3133.3,2311,1941.1,1150.8,1207.4
247.16,364.01,54.31,309.7,253.65,-1.3879,272.36,-275.21,547.57,-0.93395,4.94E-05,1.3493,10.765,-9.7964,-3.2459,-14.05,-5.1299,-1.8193,-3.4104,-0.072333,0.69605,-0.44492,0.18414,-0.53439,-0.041802,-0.050301,-0.021444,-0.084095,-0.056255,0.0082248,0.0244,0.012401,0.0072362,-0.0068135,-0.0017293,-0.0014305,26.442,9.0337,16.8,4.0519,12.548,23.43,12.117,12.559,11.098,6.0807,4.8374,1.2251,10.175,10.995,11.923,15.021,15.021,15.139,10.518,15.143,8.6953,5.6761,3.0893,1.5536,-8.6955,-25.834,-18.618,-33.4,-29.222,-31.431,-22.858,-16.141,-10.541,-8.9148,-3.4969,-1.779,-11.102,-9.9695,-12.921,-11.681,-12.283,-17.059,-12.708,-14.562,-7.918,-6.0743,-3.3428,-1.3042,35.137,34.868,35.418,37.452,41.77,54.86,34.975,28.699,21.638,14.996,8.3343,3.004,21.276,20.965,24.844,26.702,27.304,32.198,23.226,29.705,16.613,11.75,6.4321,2.8578,492.95,1437.9,2287.1,158.06,228.22,189.77,487.26,1453,2318.3,164.48,211.65,194.57,2148.3,3553.7,3604,1582.8,1589.9,1016.2,2116.9,3516.8,3616,1396.1,1009,668.91,34.093,719.01,1464.6,33.957,40.484,40.526,59.972,728.12,1579.1,31.958,42.125,48.735,2114.3,2834.7,2139.4,1548.9,1549.4,975.69,2056.9,2788.7,2037,1364.1,966.92,620.17
