123.1143,361.1216,50.748,310.3736,114.8438,-0.021148,294.8806,-225.2953,520.176,-0.65673,0.0028459,1.6228
151.2701,264.0719,51.2339,212.8379,163.7525,-0.48612,209.6387,-152.9448,362.5835,-0.69022,-0.00035867,1.9101
160.7221,336.7002,50.8922,285.808,208.2719,-0.74367,283.5623,-272.1321,555.6944,-0.77953,0.00029223,2.1577
127.8353,236.7259,51.0396,185.6863,130.3743,-0.1016,150.4156,-152.4461,302.8617,-1.8241,1.633e-05,2.1717
142.379,334.0909,51.3986,282.6923,129.4544,-0.7682,254.488,-198.738,453.226,-0.21468,0.00013317,1.9577
133.8044,335.8759,51.0516,284.8243,133.6364,-0.82977,242.127,-267.5576,509.6846,-0.2185,-0.00045694,2.0474
158.6693,326.6667,51.5742,275.0925,168.3206,-0.05702,234.2401,-230.8,465.0401,-1.3753,0.0001815,2.1368
158.015,294,50.9827,243.0173,169.8801,-0.36871,186.8789,-174.2257,361.1047,-0.36247,0.00035928,1.8127
134.6369,352.8,50.7402,302.0598,124.2608,0.079026,259.3269,-298.6881,558.015,-0.48069,-0.00045906,1.6156
145.5798,275.551,51.6393,223.9117,135.195,-0.47239,210.385,-191.6188,402.0038,0.26687,0.00059,1.1735
138.7581,361.9916,51.4393,310.5524,135.2761,0.11202,228.6226,-209.6435,438.2661,0.16205,2.4657e-06,1.7972
127.8888,364.3725,51.0487,313.3238,119.837,-0.20466,281.7632,-303.6274,585.3906,0.47041,-7.6465e-05,1.6984
119.0808,343.2814,50.8971,292.3843,110.261,-0.076504,291.399,-195.6768,487.0759,0.40175,3.4481e-05,1.9894
131.3362,315,51.1239,263.8761,126.9444,-0.82266,219.9389,-175.4428,395.3817,-0.26473,-0.00027825,1.6787
127.7811,282.6923,50.9238,231.7685,125.0806,-0.53446,197.1277,-192.7517,389.8794,-0.35291,-0.00055921,2.0378
116.4185,336.6412,50.6897,285.9516,90.3633,-0.061778,277.1676,-240.2198,517.3873,0.25845,0.00089462,1.3081
153.3937,316.7683,51.4663,265.3019,141.8006,-0.32641,233.7041,-236.877,470.5811,-0.76146,-8.7161e-05,1.7418
160.5362,304.0309,51.2295,252.8014,184.5188,-0.18639,197.9209,-194.5815,392.5024,-1.0809,-8.3014e-05,1.8864
127.4544,342.2726,50.8279,291.4446,127.4566,-0.090146,266.1316,-218.7049,484.8366,0.32922,-0.00021792,1.673
172.4682,361.6742,51.0264,310.6479,185.2941,-0.56956,272.9962,-243.8859,516.882,-1.1906,-0.00027381,1.9327
143.8989,316.9526,50.9076,266.045,123.2687,-0.11821,253.954,-250.295,504.249,0.49494,0.0002942,1.641
203.4248,355.4886,50.7057,304.7829,232.4389,-0.22176,178.4802,-169.1375,347.6177,-0.27579,-0.00053818,2.8597
169.3681,364.4628,51.1008,313.362,183.75,-0.4165,193.2876,-259.5916,452.8791,-0.11414,0.00059227,2.0192
162.6975,362.2764,54.7675,307.5089,160.348,0.13593,200.7363,-203.6939,404.4302,-0.30409,0.00041397,1.844
164.7916,352.8662,53.1966,299.6696,184.1418,-0.21891,174.5421,-207.6919,382.234,-0.88727,-0.00012051,2.0033
160.1679,339.951,51.1359,288.8151,184.5219,-0.46078,240.1879,-244.3623,484.5502,-0.90248,0.00027898,1.6784
153.1866,368.4291,50.9238,317.5053,185.9026,-0.077392,250.762,-187.8965,438.6584,-0.58082,-0.00020716,1.5156
142.2225,358.585,52.5626,306.0224,136.3226,-0.11101,238.0939,-295.1498,533.2438,-0.94939,0.00034727,1.3917
159.0635,362.2306,55.0583,307.1723,180.1011,-0.13687,185.7504,-187.2306,372.9811,-0.12724,-0.00050073,1.564
143.4981,293.532,53.0054,240.5266,127.6888,-0.13785,202.4576,-218.3761,420.8337,0,0.00016557,1.7395
145.6203,245,50.9827,194.0173,150.887,-0.1463,145.4822,-122.3605,267.8427,-0.16388,-0.00026458,1.873
148.829,324.6214,53.1367,271.4848,166.8927,-0.021461,259.4278,-225.7425,485.1703,-0.52574,0.00012847,2.0848
132.5194,364.4628,51.457,313.0058,122.5094,0.063926,186.6402,-188.7656,375.4058,-0.19207,0.00012489,1.4247
135.8028,321.5403,52.1893,269.351,124.8618,-0.096469,260.9634,-180.4784,441.4418,-0.30642,-9.4549e-05,1.2026
155.1726,370.5882,53.6099,316.9783,169.1945,-0.077253,208.1227,-239.9555,448.0782,-0.66448,0.00019151,1.9735
158.8108,259.4118,53.5844,205.8273,164.2498,-0.11811,185.5355,-164.2059,349.7414,-0.29667,-0.00023501,1.3806
172.4416,360.8641,53.7029,307.1612,195.7406,0.029151,196.052,-181.4821,377.5342,-0.78804,0.0001668,1.4497
146.0224,350.8235,52.3753,298.4482,127.9303,0.039208,244.8392,-272.011,516.8502,-0.60735,0.00013485,1.5481
134.2854,265.7737,54.7146,211.059,128.1977,-0.12529,188.6437,-203.7132,392.357,-0.28404,-0.00025778,1.708
132.7561,265.9765,54.1066,211.8699,123.6304,0.019194,188.9339,-198.1485,387.0824,-0.34533,0.00027104,1.3504
136.3186,361.4922,52.2921,309.2001,124.9292,-0.08152,218.8814,-299.2435,518.1248,0.29388,-0.00093208,1.4901
131.9266,343.9839,52.4828,291.5012,126.0574,-0.0054103,189.8619,-244.8429,434.7048,-1.178,0.00078298,1.7405
145.1457,354.6766,53.0686,301.608,166.6536,-0.56354,291.8233,-217.9496,509.7729,-0.51106,-5.0848e-06,1.7238
127.9628,356.8707,51.4593,305.4114,121.7871,0.013787,301.823,-283.5341,585.3571,0.010377,-0.00013818,1.3705
168.2232,354.3225,50.9242,303.3983,183.0525,0.029062,240.9274,-185.3916,426.319,-0.77954,0.00027874,1.9716
151.1438,353.4236,50.6914,302.7322,148.1104,-0.053243,246.4369,-257.3014,503.7383,-1.0257,-0.00016941,1.7208
145.794,341.8605,50.7787,291.0817,167.7936,-0.13179,279.0929,-279.3962,558.4891,-1.1344,-0.00013576,1.8063
138.6933,360.7632,51.5039,309.2593,126.2762,0.015395,241.8458,-216.9772,458.823,-0.17281,0.00010844,1.3474
135.2441,324.2647,54.1706,270.0941,123.1209,0.0061457,262.152,-190.5958,452.7478,-0.013547,-0.00022505,1.2925
144.6285,358.9646,51.3743,307.5903,162.0913,-0.028624,202.5585,-241.0502,443.6087,-0.438,0.00023492,1.1827
119.71,361.9514,50.7646,311.1869,119.5791,-0.68595,261.751,-271.2954,533.0464,-0.97192,-0.00024702,1.6481
126.6974,254.9133,51.1873,203.7259,142.9948,-0.18074,194.4288,-198.7263,393.1551,-0.56799,-8.1562e-05,2.1411
139.0314,370.5882,51.1008,319.4874,129.7059,-0.1892,306.6773,-244.4608,551.1381,-0.40367,6.2422e-05,2.5979
120.6347,347.2441,53.1408,294.1033,122.7006,-0.036444,290.3921,-229.9145,520.3066,-0.43603,0.00014217,1.9848
116.9314,343.998,51.6393,292.3587,116.6895,-0.1397,263.434,-221.8373,485.2713,-1.375,0.00054422,1.3066
128.9309,348.702,51.155,297.547,141.6729,-0.0002034,216.4045,-273.9624,490.3669,-0.42081,-0.00041347,2.2727
149.2135,358.5366,52.5667,305.9699,167.6098,0.28326,187.3848,-300.8205,488.2053,-0.03,7.329e-05,1.9917
121.576,352.8626,54.1104,298.7522,120.3276,-0.15562,235.5754,-298.7522,534.3276,-0.58584,0.00041282,1.8799
124.4192,304.1379,51.6393,252.4986,126.7241,-0.28367,204.2939,-214.9499,419.2438,-0.63762,-0.00073225,1.8274
129.7952,361.4427,51.6077,309.835,134.6855,-0.51588,286.57,-244.3748,530.9449,-0.60184,0.00036722,2.6872
121.8993,279.6908,50.8544,228.8364,127.6362,-0.053241,215.1228,-205.4464,420.5691,-0.23343,6.4128e-05,1.8218
124.9223,310.5634,51.5789,258.9844,125.641,-0.4291,252.9176,-186.1811,439.0986,-0.81035,9.2965e-05,1.84
127.5869,290.2862,51.0409,239.2453,129.9133,-0.055988,213.0022,-216.4719,429.4741,-0.5047,-0.00055808,1.7
125.0723,331.0596,51.3392,279.7204,128.9474,-0.068145,193.8101,-255.6126,449.4226,-0.97325,0.00057907,2
120.0669,358.5366,50.7684,307.7682,121.6483,0.1642,296.6988,-238.6996,535.3985,-0.59581,2.752e-05,1.5553
125.7839,358.5366,54.4472,304.0894,123.1717,-0.68229,278.7595,-285.6821,564.4416,-2.3304,-0.00010408,2.0103
122.7794,350,50.87,299.13,128.7516,-0.11656,298.1965,-217.1721,515.3686,-0.63869,0.00014138,1.6762
174.4806,362.0449,51.3689,310.676,195.1327,0.062268,255.7581,-300.0058,555.7639,-1.5992,7.5677e-05,2.7787
119.7056,255.1458,53.7101,201.4357,131.431,-0.16089,138.5108,-143.2589,281.7697,-0.22182,-4.6417e-05,1.5076
139.3354,329.1045,51.2588,277.8457,111.5124,-0.047078,257.2488,-262.0685,519.3173,-0.32879,-0.00016675,1.528
142.4416,350.6961,51.1674,299.5287,153.3073,-0.050227,259.3359,-222.2194,481.5553,-0.61742,-0.00041138,1.617
169.0369,353.2797,50.8037,302.476,188.442,-0.2207,238.7194,-292.9198,531.6392,-0.02891,0.00026035,2.2981
160.2036,364.3662,54.3103,310.0558,179.3954,-0.12628,183.3069,-189.1041,372.411,-0.55174,0.0007825,1.5901
