1450.4326,2981.2274,3985.7942,475.8638,439.6208,366.9128,1412.4315,2965.4305,4007.7361,445.2604,429.979,373.2805,3820.09,4888.9529,4905.0831,2659.576,2859.9548,1936.7316,3786.7677,4878.8641,4881.0183,2762.6242,2381.8707,1866.2888,86.607,796.4031,2325.3673,32.6086,53.1076,80.5052,37.4561,794.9475,2270.6124,31.8144,48.3554,115.3147,3733.483,4092.5498,2579.7158,2626.9673,2806.8472,1856.2264,3749.3115,4083.9165,2610.4059,2730.8098,2333.5153,1750.974
1335.9183,3096.8006,3998.5234,424.7663,400.2238,326.4379,1322.2397,3100.9648,4034.0273,399.624,414.3515,339.4349,3747.2127,4861.8803,4899.9077,3150.2624,1416.3124,1999.0945,3682.7266,4887.1657,4912.6829,1795.7974,2626.809,1315.0024,79.2855,834.7599,2236.8796,48.6144,80.5981,79.7207,13.887,801.9504,2244.5156,41.0248,78.216,81.2911,3667.9272,4027.1204,2663.0281,3101.648,1335.7142,1919.3737,3668.8396,4085.2153,2668.1673,1754.7726,2548.593,1233.7113
1356.2974,2987.4227,3938.789,439.9941,469.3025,324.9059,1327.6035,3061.9992,4076.5094,449.2343,455.9109,338.4466,3686.6433,4891.3237,4891.5424,3305.3951,1528.8707,2655.4809,3744.9398,4869.0853,5008.4345,2937.2251,2493.7065,1187.6187,32.8771,756.1568,1895.0033,31.0825,96.0209,118.4379,13.2594,741.3859,1977.8832,30.7651,100.2914,98.7774,3653.7662,4135.1669,2996.5391,3274.3126,1432.8499,2537.0429,3731.6805,4127.6994,3030.5513,2906.46,2393.4151,1088.8413
1273.583,2805.6346,3876.2724,366.8082,433.7343,334.7808,1263.3506,2887.1506,4014.1945,364.6685,434.7975,341.6862,3686.0446,4848.3872,4910.057,2598.7305,3604.9736,1921.4075,3858.3777,4872.1429,4930.3731,3817.2657,2482.9993,1287.2287,34.5904,896.685,2277.1708,34.85,92.8383,117.906,11.6414,894.0524,1918.7463,38.6377,44.6661,87.1809,3651.4542,3951.7023,2632.8862,2563.8805,3512.1354,1803.5016,3846.7363,3978.0905,3011.6268,3778.628,2438.3332,1200.0479
1270.9903,2987.1184,3949.5695,413.5973,428.2343,307.8819,1254.8632,2958.508,3966.0538,401.2114,443.6629,324.853,3689.8725,4870.8414,4892.6297,3593.83,3540.1603,1346.845,3747.1189,4883.3923,4911.7036,3089.7524,2429.3692,1860.2885,46.4299,767.7227,2110.0842,34.4139,50.0335,86.459,97.1629,793.793,2462.742,39.3538,80.8789,100.9017,3643.4425,4103.1188,2782.5455,3559.4161,3490.1269,1260.386,3649.956,4089.5992,2448.9616,3050.3986,2348.4904,1759.3867
1253.3536,2953.587,3957.3124,442.5932,473.3807,333.1933,1182.116,2979.8629,4035.855,432.4734,490.9653,351.2059,3689.8725,4870.8414,4891.0514,2867.2589,1867.3895,2550.8342,3780.6601,4883.3923,5085.3852,3237.2888,2736.5775,1259.6188,62.7894,999.5967,2301.1276,35.2511,72.6453,74.5893,11.7888,957.0175,2629.8592,33.947,86.071,113.991,3627.0831,3871.2447,2589.9238,2832.0079,1794.7442,2476.2449,3768.8712,3926.3747,2455.526,3203.3417,2650.5065,1145.6278
1256.5034,3023.2259,4012.2431,421.4369,416.0463,314.6977,1274.6944,3052.4044,4057.767,425.0902,430.664,329.7683,3771.4914,4877.1719,4891.4363,2968.4065,3495.1052,1244.176,3767.7834,4878.4917,4907.309,2836.7092,2588.7115,2230.2977,39.9254,798.5456,2200.0602,37.1605,63.8474,55.1551,45.4955,748.259,2173.2818,36.1843,62.9159,73.7663,3731.566,4078.6263,2691.3761,2931.246,3431.2578,1189.0209,3722.288,4130.2327,2734.0272,2800.5249,2525.7956,2156.5314
1515.2644,3215.8855,4110.3493,454.4498,393.5157,311.9164,1402.4831,3181.4974,4111.8552,448.6297,400.6851,331.2921,3746.4241,4873.6565,4889.2298,3709.3992,2146.395,1419.5743,3821.0388,4872.7021,4910.9622,4043.8005,2218.7536,1121.3917,10.8539,644.5911,1997.2805,40.7311,56.6263,77.1556,37.2421,716.7584,2531.8125,37.7247,57.5709,62.2559,3735.5703,4229.0655,2891.9493,3668.6681,2089.7687,1342.4187,3783.7966,4155.9437,2379.1497,4006.0758,2161.1827,1059.1358
1385.6221,3191.2615,4107.0237,446.6449,441.5453,322.5075,1341.2357,3214.1642,4156.5451,442.9799,438.5507,353.2542,3750.8251,4878.1028,4903.056,2770.9381,2232.1412,1839.7782,3870.9326,4845.2375,4925.7329,4605.8483,4051.8663,1525.3835,13.0192,837.8228,2576.9758,31.8137,77.902,93.7991,21.9216,848.2944,2775.1392,31.6738,96.103,77.0241,3737.8059,4040.28,2326.0802,2739.1244,2154.2392,1745.9792,3849.0111,3996.9431,2150.5937,4574.1745,3955.7633,1448.3594
1306.1099,3116.1494,4055.1411,428.519,413.7806,320.5084,1220.4457,3079.9961,4067.4973,404.3817,400.3844,343.7022,3934.8068,4890.3239,4921.3446,5291.6881,2568.1824,1564.3137,3801.1795,4849.7178,4913.0684,3126.1371,2247.6558,2149.6195,13.3449,826.3552,2539.3139,48.7156,41.7663,62.4357,13.6324,671.1606,2599.6128,41.4826,49.708,50.0786,3921.462,4063.9687,2382.0307,5242.9725,2526.4161,1501.878,3787.5471,4178.5572,2313.4556,3084.6545,2197.9478,2099.5409
1304.8532,3112.9477,4045.1977,424.2978,395.2564,291.1939,1260.4277,3123.8608,4066.4388,423.1507,408.1653,302.8478,3727.3209,4862.7582,5038.4603,2428.9536,2211.5988,1461.3053,3754.2235,5058.6712,5157.8111,2601.7926,2527.9531,1436.2579,51.2733,737.4604,2519.9915,34.9105,51.4058,62.8357,10.8483,744.2762,2507.0431,33.2644,61.8296,49.9589,3676.0475,4125.2978,2518.4688,2394.0431,2160.193,1398.4696,3743.3751,4314.395,2650.768,2568.5281,2466.1235,1386.299
1322.756,3189.1078,4088.9511,392.9934,398.2323,332.0464,1222.025,3111.4853,4077.0089,393.415,387.4774,343.1814,3717.2529,4895.0193,4953.7265,2060.8735,3972.0577,1191.2114,3695.2393,4858.7965,4905.8783,2483.1624,2255.1068,1624.4526,59.2166,832.3389,2665.0999,35.0088,66.1838,80.8875,136.9169,733.2838,2558.6036,35.7137,56.8654,69.3805,3658.0363,4062.6804,2288.6265,2025.8647,3905.8739,1110.3238,3558.3224,4125.5128,2347.2748,2447.4487,2198.2415,1555.0721
1229.5755,2869.5849,3912.1727,432.257,410.5409,326.1469,1212.3293,2857.0871,3928.0329,432.9514,405.9404,351.4239,3747.1938,4871.5892,4886.1377,2438.8188,2220.9779,1763.2208,3800.3781,4864.9561,4919.3394,2353.8401,1799.4894,1864.2746,69.1883,931.7845,2030.4165,41.86,47.9488,87.0473,32.3138,797.8795,2120.1463,35.9297,53.7048,104.4841,3678.0055,3939.8047,2855.7212,2396.9588,2173.0291,1676.1734,3768.0643,4067.0766,2799.1931,2317.9105,1745.7845,1759.7905
1381.0744,3158.3341,4030.3748,454.1976,416.9962,284.1231,1319.186,3132.0252,4025.9562,472.7096,427.1317,338.8187,3730.3528,4905.8473,4928.4495,3822.4829,2086.6556,2642.7262,3744.0237,4921.4469,4912.9018,8570.5944,7010.8962,2207.4517,22.4531,755.8011,2012.4475,36.1994,96.3556,58.4611,12.6116,749.6869,2056.3846,37.0529,83.4678,47.123,3707.8997,4150.0462,2916.002,3786.2835,1990.3,2584.2651,3731.4121,4171.76,2856.5171,8533.5415,6927.4284,2160.3287
1589.0289,3181.4715,4041.4877,511.2882,454.5372,300.1369,1503.6926,3185.3493,4083.4198,489.5784,443.3913,334.7309,3748.1487,4900.6364,4912.3323,5969.1681,3115.1451,1413.8549,3744.0237,4918.3379,4931.6338,2895.3991,2299.1088,1395.2813,34.1925,1012.2777,2406.4452,39.8037,78.3525,100.3725,46.4946,1024.4758,2587.1497,35.1612,85.1127,75.9192,3713.9562,3888.3588,2505.8871,5929.3644,3036.7926,1313.4824,3697.529,3893.862,2344.4841,2860.2378,2213.9961,1319.3621
1448.8666,3223.2433,4123.8598,455.4606,406.038,270.0044,1350.8368,3198.6176,4114.241,448.6308,423.6197,327.4379,3722.7558,4892.6739,4912.8675,2079.9401,2072.141,1242.3627,3761.1346,4914.0612,4936.4727,3839.3658,3198.0485,2008.4673,17.3113,814.9637,2510.3573,35.9913,86.3,69.1051,11.9303,824.5047,2362.0009,35.3102,90.066,103.0198,3705.4446,4077.7102,2402.5102,2043.9488,1985.841,1173.2576,3749.2044,4089.5564,2574.4718,3804.0556,3107.9825,1905.4476
1480.176,3186.258,4089.9845,488.2292,436.6075,287.5617,1395.3726,3199.7692,4169.4353,492.4489,436.0393,315.9942,3795.6122,4923.0151,4909.0793,2168.5449,2274.5496,2087.9647,3744.0237,4910.536,4944.4792,3016.7193,1781.1814,1530.9872,17.3924,819.798,2332.4486,33.6281,86.7409,91.9202,32.5898,878.0469,2122.3734,33.8321,57.354,71.8875,3778.2199,4103.217,2576.6306,2134.9168,2187.8087,1996.0445,3711.4338,4032.4891,2822.1058,2982.8872,1723.8273,1459.0997
1508.7017,3188.1903,4016.3068,489.6485,404.9353,297.7466,1438.1836,3167.8718,4091.4967,471.1397,443.1907,323.5775,3740.2356,4905.2886,4929.2154,2382.6777,2151.1489,2000.2495,3807.8658,4902.4048,4935.1909,1925.4917,2319.6444,1621.1341,13.9573,958.5342,1822.9727,43.4592,59.929,93.1286,29.6052,787.4157,2081.0336,40.4981,65.7533,66.9337,3726.2783,3946.7543,3106.2427,2339.2185,2091.2199,1907.1208,3778.2606,4114.9891,2854.1573,1884.9936,2253.8911,1554.2004
1590.6878,3262.2855,4076.4142,522.3947,418.8149,277.7702,1501.5935,3223.3646,4106.1113,509.1774,423.4466,317.2619,3740.2356,4902.1772,4937.9535,3089.8427,3928.2355,1361.7916,3736.6045,4933.1272,4935.1909,3684.0683,1948.5205,1609.1067,76.6843,761.4628,2776.2058,40.3112,73.5592,82.9773,32.8476,749.0605,2406.7722,39.5881,86.0489,102.6635,3663.5513,4140.7144,2161.7477,3049.5315,3854.6763,1278.8143,3703.7569,4184.0667,2528.4187,3644.4802,1862.4717,1506.4433
1467.6056,2983.5778,3913.9741,465.097,373.938,277.4012,1318.8278,2858.1489,3868.8493,447.4189,382.8475,294.1774,3768.0026,4911.2125,4920.4405,5512.1705,2447.4835,2558.8991,3803.9139,4920.2568,4948.1648,3295.5948,1948.5205,1463.4475,13.7068,744.5037,2776.6818,39.7087,71.9568,82.1173,32.8617,804.9248,2220.5664,39.354,65.8504,57.5494,3754.2958,4166.7088,2143.7586,5472.4617,2375.5267,2476.7818,3771.0522,4115.332,2727.5984,3256.2408,1882.6701,1405.8981
